,x,y,files,labels,dblabels,scores,Outliers,Scores - Linear,Scores - Log,colors
kplr011241837-2011073133259_llc.fits,-0.42401211393819144,0.5133354546545719,./Plots/kplr011241837-2011073133259_llc.png,KIC 11241837,0,0.003211098807450842,#009999,#fbe723,#65cb5e,#1f77b4
kplr011821279-2011073133259_llc.fits,-0.28164660984397133,-1.439224841598204,./Plots/kplr011821279-2011073133259_llc.png,KIC 11821279,0,0.003996758775092721,#009999,#f8e621,#52c569,#1f77b4
kplr006342144-2011073133259_llc.fits,-0.4392400543964599,0.539660420678685,./Plots/kplr006342144-2011073133259_llc.png,KIC 6342144,0,0.0020023110167515026,#009999,#fde725,#95d840,#1f77b4
kplr010355036-2011073133259_llc.fits,-0.19924304647698782,3.6241221613004817,./Plots/kplr010355036-2011073133259_llc.png,KIC 10355036,0,0.0031080417196445225,#009999,#fbe723,#69cd5b,#1f77b4
kplr007757721-2011073133259_llc.fits,-0.20316259798842598,1.2645925251638834,./Plots/kplr007757721-2011073133259_llc.png,KIC 7757721,0,0.0012264679627607788,#009999,#fde725,#cae11f,#1f77b4
kplr011407975-2011073133259_llc.fits,-0.5041507291955472,1.3058588326190903,./Plots/kplr011407975-2011073133259_llc.png,KIC 11407975,0,0.0011315498349418738,#009999,#fde725,#d2e21b,#1f77b4
kplr010491544-2011073133259_llc.fits,1.3563550919441476,5.074202243876816,./Plots/kplr010491544-2011073133259_llc.png,KIC 10491544,-1,0.030487707392619755,#333366,#cae11f,#2a788e,#1f77b4
kplr005213864-2011073133259_llc.fits,-0.5086011017899472,0.7916314446295534,./Plots/kplr005213864-2011073133259_llc.png,KIC 5213864,0,0.0023251583661381835,#009999,#fbe723,#86d549,#1f77b4
kplr005008641-2011073133259_llc.fits,-0.624284418337235,2.1345514202734583,./Plots/kplr005008641-2011073133259_llc.png,KIC 5008641,0,0.001981865542679586,#009999,#fde725,#95d840,#1f77b4
kplr010091197-2011073133259_llc.fits,0.20552840167893643,-5.053841071194267,./Plots/kplr010091197-2011073133259_llc.png,KIC 10091197,0,0.006037115246957299,#009999,#f6e620,#34b679,#1f77b4
kplr011246161-2011073133259_llc.fits,-0.6791979016709337,3.08851870958128,./Plots/kplr011246161-2011073133259_llc.png,KIC 11246161,0,0.0019761093097004196,#009999,#fde725,#95d840,#1f77b4
kplr007974841-2011073133259_llc.fits,-0.0667479826550253,-4.636475013819966,./Plots/kplr007974841-2011073133259_llc.png,KIC 7974841,-1,0.031366877835080575,#333366,#c8e020,#2a778e,#1f77b4
kplr006041683-2011073133259_llc.fits,-0.31756671712907864,1.3962133864289454,./Plots/kplr006041683-2011073133259_llc.png,KIC 6041683,0,0.0015425384276696566,#009999,#fde725,#b0dd2f,#1f77b4
kplr006766334-2011073133259_llc.fits,-0.6839678206027705,1.3572683310582663,./Plots/kplr006766334-2011073133259_llc.png,KIC 6766334,0,0.002015405083148284,#009999,#fde725,#93d741,#1f77b4
kplr005015304-2011073133259_llc.fits,-0.27050246529034133,1.653150167536046,./Plots/kplr005015304-2011073133259_llc.png,KIC 5015304,0,0.0012670283941194488,#009999,#fde725,#c8e020,#1f77b4
kplr008737645-2011073133259_llc.fits,-0.4902351247565881,1.5597299089130945,./Plots/kplr008737645-2011073133259_llc.png,KIC 8737645,0,0.0010750796901852467,#009999,#fde725,#d8e219,#1f77b4
kplr009519469-2011073133259_llc.fits,-0.25632789034127834,2.6601672603821607,./Plots/kplr009519469-2011073133259_llc.png,KIC 9519469,0,0.00518862997757294,#009999,#f6e620,#3dbc74,#1f77b4
kplr005544497-2011073133259_llc.fits,-0.3833326055928391,2.4663903238579867,./Plots/kplr005544497-2011073133259_llc.png,KIC 5544497,0,0.0015117715574273275,#009999,#fde725,#b2dd2d,#1f77b4
kplr008228581-2011073133259_llc.fits,0.3726080805759915,1.761047714000446,./Plots/kplr008228581-2011073133259_llc.png,KIC 8228581,0,0.002181526304939192,#009999,#fde725,#8bd646,#1f77b4
kplr009725990-2011073133259_llc.fits,0.18541339517440805,-1.7169029021261375,./Plots/kplr009725990-2011073133259_llc.png,KIC 9725990,0,0.0041120636295211704,#009999,#f8e621,#50c46a,#1f77b4
kplr005285096-2011073133259_llc.fits,0.20523108490592573,-2.5496113233764333,./Plots/kplr005285096-2011073133259_llc.png,KIC 5285096,0,0.002871042914632886,#009999,#fbe723,#70cf57,#1f77b4
kplr002973563-2011073133259_llc.fits,-0.27741477775584056,1.5121469210845684,./Plots/kplr002973563-2011073133259_llc.png,KIC 2973563,0,0.0011364043382758567,#009999,#fde725,#d2e21b,#1f77b4
kplr009754353-2011073133259_llc.fits,0.20519102502170605,-3.097073225454912,./Plots/kplr009754353-2011073133259_llc.png,KIC 9754353,0,0.006292422933386652,#009999,#f6e620,#31b57b,#1f77b4
kplr007428383-2011073133259_llc.fits,-0.3122119421162879,1.4429206698693424,./Plots/kplr007428383-2011073133259_llc.png,KIC 7428383,0,0.0013682730298599183,#009999,#fde725,#bddf26,#1f77b4
kplr011913072-2011073133259_llc.fits,-0.5218603711832331,0.4637335806529979,./Plots/kplr011913072-2011073133259_llc.png,KIC 11913072,0,0.001198881566296494,#009999,#fde725,#cde11d,#1f77b4
kplr005477281-2011073133259_llc.fits,-0.46294592645903965,1.0348187950255443,./Plots/kplr005477281-2011073133259_llc.png,KIC 5477281,0,0.0016238846208027184,#009999,#fde725,#aadc32,#1f77b4
kplr003631274-2011073133259_llc.fits,1.960214729288966,1.5400264752827342,./Plots/kplr003631274-2011073133259_llc.png,KIC 3631274,0,0.004804571266435647,#009999,#f8e621,#44bf70,#1f77b4
kplr006208741-2011073133259_llc.fits,-0.4974169438195559,1.1751677529995639,./Plots/kplr006208741-2011073133259_llc.png,KIC 6208741,0,0.0019509470475703456,#009999,#fde725,#98d83e,#1f77b4
kplr005451045-2011073133259_llc.fits,-0.480200074848899,0.6391842652707667,./Plots/kplr005451045-2011073133259_llc.png,KIC 5451045,0,0.0012609701301136908,#009999,#fde725,#c8e020,#1f77b4
kplr008832401-2011073133259_llc.fits,-0.4197440653048703,4.169970882163004,./Plots/kplr008832401-2011073133259_llc.png,KIC 8832401,0,0.0032499859601087923,#009999,#fbe723,#65cb5e,#1f77b4
kplr004157933-2011073133259_llc.fits,2.29536924970402,-8.377683375752794,./Plots/kplr004157933-2011073133259_llc.png,KIC 4157933,1,0.014018307673628022,#ff6633,#e7e419,#1f968b,#1f77b4
kplr010068265-2011073133259_llc.fits,-0.6073131975977973,4.739045187625243,./Plots/kplr010068265-2011073133259_llc.png,KIC 10068265,0,0.004219867964595783,#009999,#f8e621,#4ec36b,#1f77b4
kplr007906607-2011073133259_llc.fits,0.3607773944904863,-3.4190144170031855,./Plots/kplr007906607-2011073133259_llc.png,KIC 7906607,0,0.004914071062201307,#009999,#f8e621,#42be71,#1f77b4
kplr006109561-2011073133259_llc.fits,-0.5680288861288738,0.7296551243630186,./Plots/kplr006109561-2011073133259_llc.png,KIC 6109561,0,0.0015508991376852492,#009999,#fde725,#b0dd2f,#1f77b4
kplr004860711-2011073133259_llc.fits,-0.4630851611866468,0.10763688746786038,./Plots/kplr004860711-2011073133259_llc.png,KIC 4860711,0,0.0015139206019575903,#009999,#fde725,#b2dd2d,#1f77b4
kplr005352111-2011073133259_llc.fits,-0.3590137408732579,-0.5444429702474238,./Plots/kplr005352111-2011073133259_llc.png,KIC 5352111,0,0.0029861332893288796,#009999,#fbe723,#6ccd5a,#1f77b4
kplr004136132-2011073133259_llc.fits,-0.5600070128877387,1.773431069043586,./Plots/kplr004136132-2011073133259_llc.png,KIC 4136132,0,0.0013358210892752504,#009999,#fde725,#c0df25,#1f77b4
kplr012784683-2011073133259_llc.fits,0.4216936929071843,-3.393827629674961,./Plots/kplr012784683-2011073133259_llc.png,KIC 12784683,0,0.003192076206644894,#009999,#fbe723,#65cb5e,#1f77b4
kplr003553553-2011073133259_llc.fits,-0.20388232528936825,2.931654227402372,./Plots/kplr003553553-2011073133259_llc.png,KIC 3553553,0,0.0029362751710320075,#009999,#fbe723,#6ece58,#1f77b4
kplr009529943-2011073133259_llc.fits,-0.10336502683423007,3.2647419740615,./Plots/kplr009529943-2011073133259_llc.png,KIC 9529943,0,0.003420382904914791,#009999,#fbe723,#60ca60,#1f77b4
kplr008177168-2011073133259_llc.fits,-0.5168798540597701,0.12345480789324985,./Plots/kplr008177168-2011073133259_llc.png,KIC 8177168,0,0.0023047762502612793,#009999,#fbe723,#86d549,#1f77b4
kplr004155174-2011073133259_llc.fits,-0.5512806124360053,0.3152220064537475,./Plots/kplr004155174-2011073133259_llc.png,KIC 4155174,0,0.0016628088181357761,#009999,#fde725,#a8db34,#1f77b4
kplr010266798-2011073133259_llc.fits,-0.5537219550116788,1.7900414166097995,./Plots/kplr010266798-2011073133259_llc.png,KIC 10266798,0,0.0015862496668731356,#009999,#fde725,#addc30,#1f77b4
kplr006613313-2011073133259_llc.fits,0.7635373787539803,-9.484726615391317,./Plots/kplr006613313-2011073133259_llc.png,KIC 6613313,0,0.009965143783376559,#009999,#efe51c,#20a386,#1f77b4
kplr006960375-2011073133259_llc.fits,-0.3723216871936779,1.8717092555039883,./Plots/kplr006960375-2011073133259_llc.png,KIC 6960375,0,0.0017939831426421065,#009999,#fde725,#a0da39,#1f77b4
kplr009705642-2011073133259_llc.fits,-0.2356483014862291,-3.175554780892286,./Plots/kplr009705642-2011073133259_llc.png,KIC 9705642,0,0.006027333679218047,#009999,#f6e620,#34b679,#1f77b4
kplr009846150-2011073133259_llc.fits,-0.379041763138267,2.3022239003986043,./Plots/kplr009846150-2011073133259_llc.png,KIC 9846150,0,0.001542468396130191,#009999,#fde725,#b0dd2f,#1f77b4
kplr001723638-2011073133259_llc.fits,-0.18845318960172666,0.36802634054503874,./Plots/kplr001723638-2011073133259_llc.png,KIC 1723638,0,0.0023153670176878334,#009999,#fbe723,#86d549,#1f77b4
kplr012156885-2011073133259_llc.fits,-0.37977858382836455,1.7471586328440616,./Plots/kplr012156885-2011073133259_llc.png,KIC 12156885,0,0.0015198668026685247,#009999,#fde725,#b2dd2d,#1f77b4
kplr011044914-2011073133259_llc.fits,-0.3643113922203495,0.566916801174829,./Plots/kplr011044914-2011073133259_llc.png,KIC 11044914,0,0.0011690765656543023,#009999,#fde725,#d0e11c,#1f77b4
kplr002998124-2011073133259_llc.fits,0.5436175595743825,-3.385635237319272,./Plots/kplr002998124-2011073133259_llc.png,KIC 2998124,-1,0.02890355548090685,#333366,#cde11d,#297b8e,#1f77b4
kplr004850671-2011073133259_llc.fits,-0.40299472285519655,0.6418100436785013,./Plots/kplr004850671-2011073133259_llc.png,KIC 4850671,0,0.00146041380638316,#009999,#fde725,#b8de29,#1f77b4
kplr002721311-2011073133259_llc.fits,-0.18610680354551642,1.1559032697021503,./Plots/kplr002721311-2011073133259_llc.png,KIC 2721311,0,0.0016120739812330444,#009999,#fde725,#addc30,#1f77b4
kplr010482056-2011073133259_llc.fits,0.29062814649027113,-6.240968027157584,./Plots/kplr010482056-2011073133259_llc.png,KIC 10482056,0,0.008744121602561463,#009999,#f1e51d,#23a983,#1f77b4
kplr004281700-2011073133259_llc.fits,-0.3872859077893371,0.09506343286886182,./Plots/kplr004281700-2011073133259_llc.png,KIC 4281700,0,0.0019854260833431577,#009999,#fde725,#95d840,#1f77b4
kplr006469563-2011073133259_llc.fits,1.6972756982509127,-11.779250788540722,./Plots/kplr006469563-2011073133259_llc.png,KIC 6469563,0,0.012952954415874508,#009999,#eae51a,#1f9a8a,#1f77b4
kplr007739747-2011073133259_llc.fits,-0.39719679911946887,0.972281690510322,./Plots/kplr007739747-2011073133259_llc.png,KIC 7739747,0,0.001596177812040295,#009999,#fde725,#addc30,#1f77b4
kplr007101674-2011073133259_llc.fits,-0.4260441782560263,1.658292411848455,./Plots/kplr007101674-2011073133259_llc.png,KIC 7101674,0,0.001509801577628912,#009999,#fde725,#b2dd2d,#1f77b4
kplr009907463-2011073133259_llc.fits,-0.3726992897732713,-0.6334763529762985,./Plots/kplr009907463-2011073133259_llc.png,KIC 9907463,0,0.003067938571586171,#009999,#fbe723,#69cd5b,#1f77b4
kplr008766619-2011073133259_llc.fits,0.6870029071540924,-3.656321668935376,./Plots/kplr008766619-2011073133259_llc.png,KIC 8766619,0,0.005355563133164229,#009999,#f6e620,#3bbb75,#1f77b4
kplr011558247-2011073133259_llc.fits,-0.40988383240586573,-0.4007814095746693,./Plots/kplr011558247-2011073133259_llc.png,KIC 11558247,0,0.003479381778106689,#009999,#fbe723,#5ec962,#1f77b4
kplr007669358-2011073133259_llc.fits,-0.5540203373726159,0.47792813969235887,./Plots/kplr007669358-2011073133259_llc.png,KIC 7669358,0,0.002799471784449329,#009999,#fbe723,#73d056,#1f77b4
kplr007053383-2011073133259_llc.fits,0.2795353911353533,-3.183725029661689,./Plots/kplr007053383-2011073133259_llc.png,KIC 7053383,0,0.0038606997057081052,#009999,#f8e621,#56c667,#1f77b4
kplr009704724-2011073133259_llc.fits,0.5008310130034621,-4.333364126041828,./Plots/kplr009704724-2011073133259_llc.png,KIC 9704724,0,0.007196109607524109,#009999,#f4e61e,#2ab07f,#1f77b4
kplr010157826-2011073133259_llc.fits,3.4301205869746414,-7.465609455852674,./Plots/kplr010157826-2011073133259_llc.png,KIC 10157826,-1,0.06226751931729686,#333366,#90d743,#365c8d,#1f77b4
kplr007700053-2011073133259_llc.fits,-0.7083407593534878,2.794847831661598,./Plots/kplr007700053-2011073133259_llc.png,KIC 7700053,0,0.001491751973050614,#009999,#fde725,#b5de2b,#1f77b4
kplr003241072-2011073133259_llc.fits,-0.09756859678728409,0.8914373572476253,./Plots/kplr003241072-2011073133259_llc.png,KIC 3241072,0,0.0016286932977277468,#009999,#fde725,#aadc32,#1f77b4
kplr006520910-2011073133259_llc.fits,0.054064985846137927,-3.2523895594294023,./Plots/kplr006520910-2011073133259_llc.png,KIC 6520910,0,0.004294272940585335,#009999,#f8e621,#4cc26c,#1f77b4
kplr005686889-2011073133259_llc.fits,-0.3840572550167915,-1.1007647991516354,./Plots/kplr005686889-2011073133259_llc.png,KIC 5686889,0,0.0020550856473574705,#009999,#fde725,#93d741,#1f77b4
kplr009160150-2011073133259_llc.fits,-0.3218445752882926,0.7884743467221701,./Plots/kplr009160150-2011073133259_llc.png,KIC 9160150,0,0.0017530296000672686,#009999,#fde725,#a2da37,#1f77b4
kplr008739940-2011073133259_llc.fits,-0.22450676396531757,-2.579891814960308,./Plots/kplr008739940-2011073133259_llc.png,KIC 8739940,0,0.0031030178326099237,#009999,#fbe723,#69cd5b,#1f77b4
kplr009657872-2011073133259_llc.fits,-0.5174056179821065,3.225297873343468,./Plots/kplr009657872-2011073133259_llc.png,KIC 9657872,0,0.00268386644090676,#009999,#fbe723,#77d153,#1f77b4
kplr004857873-2011073133259_llc.fits,-0.5827013533557361,1.5846779689444466,./Plots/kplr004857873-2011073133259_llc.png,KIC 4857873,0,0.0021500418200105223,#009999,#fde725,#8ed645,#1f77b4
kplr011713226-2011073133259_llc.fits,-0.5019920089410488,2.1485773010315468,./Plots/kplr011713226-2011073133259_llc.png,KIC 11713226,0,0.0016651749419678043,#009999,#fde725,#a8db34,#1f77b4
kplr004850610-2011073133259_llc.fits,-0.16244203792470932,0.35676160429464393,./Plots/kplr004850610-2011073133259_llc.png,KIC 4850610,0,0.002348369928521182,#009999,#fbe723,#84d44b,#1f77b4
kplr006290636-2011073133259_llc.fits,-0.44171586713932,0.448004165792516,./Plots/kplr006290636-2011073133259_llc.png,KIC 6290636,0,0.0022210693023445817,#009999,#fbe723,#89d548,#1f77b4
kplr010067503-2011073133259_llc.fits,-0.476487916294531,1.0477843632115043,./Plots/kplr010067503-2011073133259_llc.png,KIC 10067503,0,0.0010884115819854519,#009999,#fde725,#d8e219,#1f77b4
kplr008881423-2011073133259_llc.fits,-0.46374693566325087,0.7114582136279118,./Plots/kplr008881423-2011073133259_llc.png,KIC 8881423,0,0.002044139738101548,#009999,#fde725,#93d741,#1f77b4
kplr009764489-2011073133259_llc.fits,0.6174710855033047,-6.901447372868553,./Plots/kplr009764489-2011073133259_llc.png,KIC 9764489,0,0.007011308052345028,#009999,#f4e61e,#2cb17e,#1f77b4
kplr006525998-2011073133259_llc.fits,-0.23217212534875376,-0.9105408162533384,./Plots/kplr006525998-2011073133259_llc.png,KIC 6525998,0,0.002391327767886125,#009999,#fbe723,#81d34d,#1f77b4
kplr003656989-2011073133259_llc.fits,-0.1996088078957607,0.9581802139480129,./Plots/kplr003656989-2011073133259_llc.png,KIC 3656989,0,0.0010556935550053944,#009999,#fde725,#dae319,#1f77b4
kplr010350934-2011073133259_llc.fits,0.22272152975288922,-2.756067756258531,./Plots/kplr010350934-2011073133259_llc.png,KIC 10350934,0,0.0024058877895962506,#009999,#fbe723,#81d34d,#1f77b4
kplr009824419-2011073133259_llc.fits,-0.548669387049959,1.8966114766362145,./Plots/kplr009824419-2011073133259_llc.png,KIC 9824419,0,0.0018432216867627828,#009999,#fde725,#9dd93b,#1f77b4
kplr002158410-2011073133259_llc.fits,-0.04234587927936599,-2.2912122704897584,./Plots/kplr002158410-2011073133259_llc.png,KIC 2158410,0,0.003100868695776013,#009999,#fbe723,#69cd5b,#1f77b4
kplr011080913-2011073133259_llc.fits,-0.6069916231297715,1.6479812416956163,./Plots/kplr011080913-2011073133259_llc.png,KIC 11080913,0,0.0013383817725134276,#009999,#fde725,#c0df25,#1f77b4
kplr007271803-2011073133259_llc.fits,-0.640272041809262,1.12485548850287,./Plots/kplr007271803-2011073133259_llc.png,KIC 7271803,0,0.001065490098768632,#009999,#fde725,#dae319,#1f77b4
kplr003555678-2011073133259_llc.fits,-0.2508175275802762,0.09802710693972529,./Plots/kplr003555678-2011073133259_llc.png,KIC 3555678,0,0.002442722124417082,#009999,#fbe723,#7fd34e,#1f77b4
kplr005088326-2011073133259_llc.fits,-0.43881969333749093,3.0927965472945456,./Plots/kplr005088326-2011073133259_llc.png,KIC 5088326,0,0.0017537726003922765,#009999,#fde725,#a2da37,#1f77b4
kplr003530512-2011073133259_llc.fits,-0.19349977978671853,1.8461390117800391,./Plots/kplr003530512-2011073133259_llc.png,KIC 3530512,0,0.0016634170945450653,#009999,#fde725,#a8db34,#1f77b4
kplr011298762-2011073133259_llc.fits,-0.3339282396741486,2.38760254701698,./Plots/kplr011298762-2011073133259_llc.png,KIC 11298762,0,0.0018572782093419944,#009999,#fde725,#9dd93b,#1f77b4
kplr005113457-2011073133259_llc.fits,-0.3007757250460589,2.3098916322006735,./Plots/kplr005113457-2011073133259_llc.png,KIC 5113457,0,0.001474012635450455,#009999,#fde725,#b5de2b,#1f77b4
kplr011188464-2011073133259_llc.fits,-0.5437124595408198,1.85700526011484,./Plots/kplr011188464-2011073133259_llc.png,KIC 11188464,0,0.001629326536303446,#009999,#fde725,#aadc32,#1f77b4
kplr010416915-2011073133259_llc.fits,-0.5649677513208976,1.4641140404347384,./Plots/kplr010416915-2011073133259_llc.png,KIC 10416915,0,0.0013906991287984756,#009999,#fde725,#bddf26,#1f77b4
kplr009641896-2011073133259_llc.fits,-0.3348534789231596,-0.8079144747905073,./Plots/kplr009641896-2011073133259_llc.png,KIC 9641896,0,0.0033607599280794714,#009999,#fbe723,#60ca60,#1f77b4
kplr005717140-2011073133259_llc.fits,-0.13564763502620056,0.16209553708381244,./Plots/kplr005717140-2011073133259_llc.png,KIC 5717140,0,0.009157051118311868,#009999,#f1e51d,#22a785,#1f77b4
kplr009966172-2011073133259_llc.fits,-0.5631517496375466,1.628579680650979,./Plots/kplr009966172-2011073133259_llc.png,KIC 9966172,0,0.002906679969567659,#009999,#fbe723,#6ece58,#1f77b4
kplr003440710-2011073133259_llc.fits,-0.4895542173061076,0.7544984790318415,./Plots/kplr003440710-2011073133259_llc.png,KIC 3440710,0,0.002411900688113147,#009999,#fbe723,#81d34d,#1f77b4
kplr003957142-2011073133259_llc.fits,-0.3878073860204461,1.5774760429362649,./Plots/kplr003957142-2011073133259_llc.png,KIC 3957142,0,0.0011781659586468552,#009999,#fde725,#d0e11c,#1f77b4
kplr006521433-2011073133259_llc.fits,-0.4682975694296861,1.4210949709316092,./Plots/kplr006521433-2011073133259_llc.png,KIC 6521433,0,0.0011891483848619892,#009999,#fde725,#cde11d,#1f77b4
kplr010073817-2011073133259_llc.fits,-0.693219604771503,2.0833535929691163,./Plots/kplr010073817-2011073133259_llc.png,KIC 10073817,0,0.0018467573686883967,#009999,#fde725,#9dd93b,#1f77b4
kplr008685923-2011073133259_llc.fits,-0.674296105761462,1.5613048324018461,./Plots/kplr008685923-2011073133259_llc.png,KIC 8685923,0,0.0013184997877139372,#009999,#fde725,#c2df23,#1f77b4
kplr009278553-2011073133259_llc.fits,0.3602183924456129,1.6535799746190614,./Plots/kplr009278553-2011073133259_llc.png,KIC 9278553,-1,0.016506571051238397,#333366,#e5e419,#21918c,#1f77b4
kplr006222530-2011073133259_llc.fits,-0.3079761992193852,-1.0563374304587863,./Plots/kplr006222530-2011073133259_llc.png,KIC 6222530,0,0.0019508116537817887,#009999,#fde725,#98d83e,#1f77b4
kplr006041330-2011073133259_llc.fits,-0.14712097455857276,-0.8485927497692523,./Plots/kplr006041330-2011073133259_llc.png,KIC 6041330,0,0.003619769939856695,#009999,#f8e621,#5ac864,#1f77b4
kplr006676830-2011073133259_llc.fits,-0.36193451761635886,1.7875726828793848,./Plots/kplr006676830-2011073133259_llc.png,KIC 6676830,0,0.0027020770275539866,#009999,#fbe723,#75d054,#1f77b4
kplr004744048-2011073133259_llc.fits,-0.5200726806263547,1.7730007394748968,./Plots/kplr004744048-2011073133259_llc.png,KIC 4744048,0,0.0008803374147116509,#009999,#fde725,#efe51c,#1f77b4
kplr005633100-2011073133259_llc.fits,-0.5815094574890887,1.9817012130470213,./Plots/kplr005633100-2011073133259_llc.png,KIC 5633100,0,0.0016431711987969556,#009999,#fde725,#aadc32,#1f77b4
kplr004279354-2011073133259_llc.fits,0.051084443359683374,-0.40096776712391075,./Plots/kplr004279354-2011073133259_llc.png,KIC 4279354,0,0.007887911546111393,#009999,#f4e61e,#26ad81,#1f77b4
kplr008738809-2011073133259_llc.fits,-0.7508966775474203,1.3628190155078812,./Plots/kplr008738809-2011073133259_llc.png,KIC 8738809,1,0.018887183183308502,#ff6633,#dfe318,#228b8d,#1f77b4
kplr005211631-2011073133259_llc.fits,-0.1252423341561347,-2.759668469252836,./Plots/kplr005211631-2011073133259_llc.png,KIC 5211631,0,0.00593721696984389,#009999,#f6e620,#35b779,#1f77b4
kplr012168200-2011073133259_llc.fits,-0.4518621646857103,1.0157434518027786,./Plots/kplr012168200-2011073133259_llc.png,KIC 12168200,0,0.0017406594956347124,#009999,#fde725,#a2da37,#1f77b4
kplr007872029-2011073133259_llc.fits,-0.5939049761711963,1.649383754250397,./Plots/kplr007872029-2011073133259_llc.png,KIC 7872029,0,0.00143434718747576,#009999,#fde725,#b8de29,#1f77b4
kplr003534606-2011073133259_llc.fits,-0.3456207212165853,1.1419871675656565,./Plots/kplr003534606-2011073133259_llc.png,KIC 3534606,0,0.0010544268756061902,#009999,#fde725,#dae319,#1f77b4
kplr010203693-2011073133259_llc.fits,-0.4316342752462484,1.347182710850325,./Plots/kplr010203693-2011073133259_llc.png,KIC 10203693,0,0.0011493406797310507,#009999,#fde725,#d2e21b,#1f77b4
kplr005015403-2011073133259_llc.fits,-0.5329808470218403,0.1516173487682857,./Plots/kplr005015403-2011073133259_llc.png,KIC 5015403,0,0.002270591684352408,#009999,#fbe723,#86d549,#1f77b4
kplr003355015-2011073133259_llc.fits,0.3063232572739738,-3.2315055961777968,./Plots/kplr003355015-2011073133259_llc.png,KIC 3355015,0,0.002952558539238692,#009999,#fbe723,#6ece58,#1f77b4
kplr007537856-2011073133259_llc.fits,-0.20724603034417124,1.1033054348362878,./Plots/kplr007537856-2011073133259_llc.png,KIC 7537856,0,0.0019274354473582216,#009999,#fde725,#98d83e,#1f77b4
kplr012110252-2011073133259_llc.fits,-0.492932968394122,0.7337394707958382,./Plots/kplr012110252-2011073133259_llc.png,KIC 12110252,0,0.0018302799619044745,#009999,#fde725,#9dd93b,#1f77b4
kplr011926310-2011073133259_llc.fits,0.2766937551739303,-3.558442046884264,./Plots/kplr011926310-2011073133259_llc.png,KIC 11926310,0,0.006463245527072463,#009999,#f6e620,#2fb47c,#1f77b4
kplr012018528-2011073133259_llc.fits,-0.4794011097423466,1.2400675570804582,./Plots/kplr012018528-2011073133259_llc.png,KIC 12018528,0,0.0017041622363763928,#009999,#fde725,#a5db36,#1f77b4
kplr003241517-2011073133259_llc.fits,0.34935296425558293,-1.1881346941384225,./Plots/kplr003241517-2011073133259_llc.png,KIC 3241517,0,0.007903434238294498,#009999,#f4e61e,#26ad81,#1f77b4
kplr012165656-2011073133259_llc.fits,-0.4782770431191328,0.6849308361508754,./Plots/kplr012165656-2011073133259_llc.png,KIC 12165656,0,0.0021887904113626756,#009999,#fbe723,#8bd646,#1f77b4
kplr006502013-2011073133259_llc.fits,-0.6380058167961448,0.7938649050562182,./Plots/kplr006502013-2011073133259_llc.png,KIC 6502013,0,0.0023863397229549055,#009999,#fbe723,#81d34d,#1f77b4
kplr009724820-2011073133259_llc.fits,0.8272348205143563,-3.8438407147835854,./Plots/kplr009724820-2011073133259_llc.png,KIC 9724820,0,0.01122567151773819,#009999,#ece51b,#1fa088,#1f77b4
kplr005516466-2011073133259_llc.fits,-0.4245740585025717,1.1221174993844099,./Plots/kplr005516466-2011073133259_llc.png,KIC 5516466,0,0.0021290081155977054,#009999,#fde725,#8ed645,#1f77b4
kplr008197368-2011073133259_llc.fits,-0.501168766490658,0.9526884255282553,./Plots/kplr008197368-2011073133259_llc.png,KIC 8197368,0,0.0038869517098925202,#009999,#f8e621,#54c568,#1f77b4
kplr012691754-2011073133259_llc.fits,-0.35093330109105475,1.3171675122671558,./Plots/kplr012691754-2011073133259_llc.png,KIC 12691754,0,0.0015035583589404372,#009999,#fde725,#b2dd2d,#1f77b4
kplr005296773-2011073133259_llc.fits,-0.18095664158488983,-1.6630622835755366,./Plots/kplr005296773-2011073133259_llc.png,KIC 5296773,0,0.002476330769837474,#009999,#fbe723,#7fd34e,#1f77b4
kplr009820778-2011073133259_llc.fits,0.8131940648658071,-8.11781462043638,./Plots/kplr009820778-2011073133259_llc.png,KIC 9820778,0,0.007243546929923611,#009999,#f4e61e,#2ab07f,#1f77b4
kplr009904749-2011073133259_llc.fits,-0.4638420591403444,2.0539284589614213,./Plots/kplr009904749-2011073133259_llc.png,KIC 9904749,0,0.0015113432793234288,#009999,#fde725,#b2dd2d,#1f77b4
kplr006191127-2011073133259_llc.fits,-0.5444148211632015,1.8578249768580157,./Plots/kplr006191127-2011073133259_llc.png,KIC 6191127,0,0.002158931693657039,#009999,#fde725,#8ed645,#1f77b4
kplr005564784-2011073133259_llc.fits,-0.2639132211912759,1.8562394559204596,./Plots/kplr005564784-2011073133259_llc.png,KIC 5564784,0,0.001838140539311355,#009999,#fde725,#9dd93b,#1f77b4
kplr004649839-2011073133259_llc.fits,0.16479514304326565,-2.0544322768594223,./Plots/kplr004649839-2011073133259_llc.png,KIC 4649839,0,0.006165752355127715,#009999,#f6e620,#32b67a,#1f77b4
kplr007938959-2011073133259_llc.fits,-0.38873334376600294,0.6512596927104551,./Plots/kplr007938959-2011073133259_llc.png,KIC 7938959,0,0.0023049261420816335,#009999,#fbe723,#86d549,#1f77b4
kplr006437304-2011073133259_llc.fits,-0.3964368032319082,4.237327177934575,./Plots/kplr006437304-2011073133259_llc.png,KIC 6437304,0,0.0020673748242643676,#009999,#fde725,#90d743,#1f77b4
