,x,y,files,labels,dblabels,scores,Outliers,Scores - Linear,Scores - Log,colors
kplr010544687-2011073133259_llc.fits,0.09488100230979474,-3.162403968800042,./Plots/kplr010544687-2011073133259_llc.png,KIC 10544687,0,0.005693497078053928,#009999,#f6e620,#38b977,#1f77b4
kplr006851512-2011073133259_llc.fits,-0.5463736703790314,1.851978566649856,./Plots/kplr006851512-2011073133259_llc.png,KIC 6851512,0,0.0014325000774968078,#009999,#fde725,#b8de29,#1f77b4
kplr011246438-2011073133259_llc.fits,-0.6039926582448114,1.4595471778516413,./Plots/kplr011246438-2011073133259_llc.png,KIC 11246438,0,0.0022996208815678483,#009999,#fbe723,#86d549,#1f77b4
kplr004839010-2011073133259_llc.fits,-0.3098294207241526,1.7776262455176408,./Plots/kplr004839010-2011073133259_llc.png,KIC 4839010,0,0.0007929745088326621,#009999,#fde725,#f8e621,#1f77b4
kplr009005913-2011073133259_llc.fits,-0.46050424789704375,1.274611414309555,./Plots/kplr009005913-2011073133259_llc.png,KIC 9005913,0,0.0018495515438058032,#009999,#fde725,#9dd93b,#1f77b4
kplr002141401-2011073133259_llc.fits,-0.21005896924063894,0.5567431488182167,./Plots/kplr002141401-2011073133259_llc.png,KIC 2141401,0,0.002236798848948046,#009999,#fbe723,#89d548,#1f77b4
kplr007335739-2011073133259_llc.fits,-0.26276948623794205,2.961640866471123,./Plots/kplr007335739-2011073133259_llc.png,KIC 7335739,0,0.0034335822141016103,#009999,#fbe723,#5ec962,#1f77b4
kplr008410528-2011073133259_llc.fits,-0.4148015949170017,0.8994882530627321,./Plots/kplr008410528-2011073133259_llc.png,KIC 8410528,0,0.001411467930952729,#009999,#fde725,#bade28,#1f77b4
kplr009160706-2011073133259_llc.fits,-0.5322553986880796,0.8082641649451323,./Plots/kplr009160706-2011073133259_llc.png,KIC 9160706,0,0.0016667406862270937,#009999,#fde725,#a8db34,#1f77b4
kplr010920955-2011073133259_llc.fits,-0.46139134431271767,2.160725073317703,./Plots/kplr010920955-2011073133259_llc.png,KIC 10920955,0,0.002664981168250676,#009999,#fbe723,#77d153,#1f77b4
kplr008959056-2011073133259_llc.fits,-0.45084806729023186,0.9707196266357663,./Plots/kplr008959056-2011073133259_llc.png,KIC 8959056,0,0.001431789602806433,#009999,#fde725,#bade28,#1f77b4
kplr011196690-2011073133259_llc.fits,-0.3038250375830604,1.6499272542877694,./Plots/kplr011196690-2011073133259_llc.png,KIC 11196690,0,0.0033504360840321394,#009999,#fbe723,#60ca60,#1f77b4
kplr007738533-2011073133259_llc.fits,-0.5636619976159497,1.9352022547240877,./Plots/kplr007738533-2011073133259_llc.png,KIC 7738533,0,0.0010829703180963203,#009999,#fde725,#d8e219,#1f77b4
kplr011147460-2011073133259_llc.fits,0.1764715939087133,3.899008688784168,./Plots/kplr011147460-2011073133259_llc.png,KIC 11147460,-1,0.027077146663637468,#333366,#d0e11c,#287d8e,#1f77b4
kplr006880715-2011073133259_llc.fits,-0.5063297353116971,2.2085271773014648,./Plots/kplr006880715-2011073133259_llc.png,KIC 6880715,0,0.0014530875408387159,#009999,#fde725,#b8de29,#1f77b4
kplr009651253-2011073133259_llc.fits,-0.15316698297784825,-3.818930285468662,./Plots/kplr009651253-2011073133259_llc.png,KIC 9651253,0,0.005142725259831153,#009999,#f6e620,#3fbc73,#1f77b4
kplr003540288-2011073133259_llc.fits,-0.456469657569027,1.5036465566985306,./Plots/kplr003540288-2011073133259_llc.png,KIC 3540288,0,0.0008275851264211702,#009999,#fde725,#f4e61e,#1f77b4
kplr003866210-2011073133259_llc.fits,1.332571350921323,-6.901293936719755,./Plots/kplr003866210-2011073133259_llc.png,KIC 3866210,0,0.0057689293922237265,#009999,#f6e620,#37b878,#1f77b4
kplr010139686-2011073133259_llc.fits,-0.4569029108155059,1.3578912717509823,./Plots/kplr010139686-2011073133259_llc.png,KIC 10139686,0,0.00105901249567843,#009999,#fde725,#dae319,#1f77b4
kplr010880111-2011073133259_llc.fits,-0.10860106892459404,1.286925484618201,./Plots/kplr010880111-2011073133259_llc.png,KIC 10880111,0,0.0029725884045475556,#009999,#fbe723,#6ccd5a,#1f77b4
kplr006700138-2011073133259_llc.fits,-0.5051820221924823,1.6498325825028128,./Plots/kplr006700138-2011073133259_llc.png,KIC 6700138,0,0.0014672861522936275,#009999,#fde725,#b8de29,#1f77b4
kplr008422940-2011073133259_llc.fits,-0.5149256218924002,2.5846259101807934,./Plots/kplr008422940-2011073133259_llc.png,KIC 8422940,0,0.0018493485146010736,#009999,#fde725,#9dd93b,#1f77b4
kplr005436692-2011073133259_llc.fits,-0.3802669996208358,0.8836275547593555,./Plots/kplr005436692-2011073133259_llc.png,KIC 5436692,0,0.001409100989309886,#009999,#fde725,#bade28,#1f77b4
kplr012785016-2011073133259_llc.fits,-0.3587036672659181,-0.721068846364108,./Plots/kplr012785016-2011073133259_llc.png,KIC 12785016,0,0.0028955009806642283,#009999,#fbe723,#6ece58,#1f77b4
kplr007271082-2011073133259_llc.fits,-0.4877657111548543,0.6783905423427242,./Plots/kplr007271082-2011073133259_llc.png,KIC 7271082,0,0.0011037542818606494,#009999,#fde725,#d5e21a,#1f77b4
kplr002990686-2011073133259_llc.fits,-0.38871268332974,0.8931530905999274,./Plots/kplr002990686-2011073133259_llc.png,KIC 2990686,0,0.0018820891894839975,#009999,#fde725,#9bd93c,#1f77b4
kplr008092833-2011073133259_llc.fits,-0.44626463072621053,2.2268909386238955,./Plots/kplr008092833-2011073133259_llc.png,KIC 8092833,0,0.003890658874383686,#009999,#f8e621,#54c568,#1f77b4
kplr004850481-2011073133259_llc.fits,-0.20826006412966014,2.399834718566001,./Plots/kplr004850481-2011073133259_llc.png,KIC 4850481,0,0.0024715596606736463,#009999,#fbe723,#7fd34e,#1f77b4
kplr004350501-2011073133259_llc.fits,-0.2214938584397801,-1.0947807585989975,./Plots/kplr004350501-2011073133259_llc.png,KIC 4350501,0,0.0032972246340299514,#009999,#fbe723,#63cb5f,#1f77b4
kplr007668546-2011073133259_llc.fits,-0.3863906732872257,-0.37555184192136537,./Plots/kplr007668546-2011073133259_llc.png,KIC 7668546,0,0.0035165124174332115,#009999,#fbe723,#5cc863,#1f77b4
kplr009813078-2011073133259_llc.fits,1.4915223556451498,-0.18580336121993238,./Plots/kplr009813078-2011073133259_llc.png,KIC 9813078,0,0.006585964048026678,#009999,#f4e61e,#2fb47c,#1f77b4
kplr006842287-2011073133259_llc.fits,-0.4323469124943827,-0.4744563990369716,./Plots/kplr006842287-2011073133259_llc.png,KIC 6842287,0,0.002403128093702912,#009999,#fbe723,#81d34d,#1f77b4
kplr010031503-2011073133259_llc.fits,-0.2521810577870308,1.7904677997262823,./Plots/kplr010031503-2011073133259_llc.png,KIC 10031503,0,0.00235948907744024,#009999,#fbe723,#84d44b,#1f77b4
kplr010066173-2011073133259_llc.fits,-0.5677314251620685,0.6536014695673166,./Plots/kplr010066173-2011073133259_llc.png,KIC 10066173,0,0.0013475721015844121,#009999,#fde725,#c0df25,#1f77b4
kplr010447526-2011073133259_llc.fits,-0.07672377615893419,-1.138397490573277,./Plots/kplr010447526-2011073133259_llc.png,KIC 10447526,0,0.002413990187179911,#009999,#fbe723,#81d34d,#1f77b4
kplr002990723-2011073133259_llc.fits,0.5945601239690191,-4.296929016546232,./Plots/kplr002990723-2011073133259_llc.png,KIC 2990723,0,0.007763003342421519,#009999,#f4e61e,#27ad81,#1f77b4
kplr009899414-2011073133259_llc.fits,0.22376191554765354,-0.8802229528246508,./Plots/kplr009899414-2011073133259_llc.png,KIC 9899414,0,0.005686436488528145,#009999,#f6e620,#38b977,#1f77b4
kplr005004698-2011073133259_llc.fits,-0.49802501881756417,0.9254066625771344,./Plots/kplr005004698-2011073133259_llc.png,KIC 5004698,0,0.001017769773923375,#009999,#fde725,#dfe318,#1f77b4
kplr011872559-2011073133259_llc.fits,-0.45475419579895954,0.22073623584003788,./Plots/kplr011872559-2011073133259_llc.png,KIC 11872559,0,0.0017677875555390204,#009999,#fde725,#a2da37,#1f77b4
kplr003761614-2011073133259_llc.fits,-0.47125936901894366,2.1240596119333834,./Plots/kplr003761614-2011073133259_llc.png,KIC 3761614,0,0.0019653683479434665,#009999,#fde725,#95d840,#1f77b4
kplr004826049-2011073133259_llc.fits,-0.5004633575034262,1.653910771324593,./Plots/kplr004826049-2011073133259_llc.png,KIC 4826049,0,0.0013316781457762244,#009999,#fde725,#c2df23,#1f77b4
kplr011099531-2011073133259_llc.fits,-0.28058832544637585,1.6273624289576925,./Plots/kplr011099531-2011073133259_llc.png,KIC 11099531,0,0.001817500016589856,#009999,#fde725,#a0da39,#1f77b4
kplr004078900-2011073133259_llc.fits,-0.40889530419878867,0.0057519046914707205,./Plots/kplr004078900-2011073133259_llc.png,KIC 4078900,0,0.0030703162116374806,#009999,#fbe723,#69cd5b,#1f77b4
kplr005551220-2011073133259_llc.fits,1.578208471418345,-4.588706272121359,./Plots/kplr005551220-2011073133259_llc.png,KIC 5551220,0,0.013115885600871688,#009999,#eae51a,#1f998a,#1f77b4
kplr010920532-2011073133259_llc.fits,-0.40057448191434847,0.21740600668314805,./Plots/kplr010920532-2011073133259_llc.png,KIC 10920532,0,0.0023947139619713963,#009999,#fbe723,#81d34d,#1f77b4
kplr007033582-2011073133259_llc.fits,-0.34122075178716155,1.5031819257015653,./Plots/kplr007033582-2011073133259_llc.png,KIC 7033582,0,0.0018176484399475528,#009999,#fde725,#a0da39,#1f77b4
kplr010031049-2011073133259_llc.fits,-0.4414917787784793,0.40454669145870736,./Plots/kplr010031049-2011073133259_llc.png,KIC 10031049,0,0.0015577163740523522,#009999,#fde725,#b0dd2f,#1f77b4
kplr007936219-2011073133259_llc.fits,15.121771310358655,-11.81814687073854,./Plots/kplr007936219-2011073133259_llc.png,KIC 7936219,-1,0.04055642794180676,#333366,#b8de29,#2e6e8e,#1f77b4
kplr003756866-2011073133259_llc.fits,-0.10096872674563058,-2.3036295394736936,./Plots/kplr003756866-2011073133259_llc.png,KIC 3756866,0,0.0047849592983434655,#009999,#f8e621,#44bf70,#1f77b4
kplr006128983-2011073133259_llc.fits,0.10627955781732577,-3.632314972259747,./Plots/kplr006128983-2011073133259_llc.png,KIC 6128983,0,0.00448954347046838,#009999,#f8e621,#48c16e,#1f77b4
kplr009968924-2011073133259_llc.fits,-0.58965303201277,1.375110929343619,./Plots/kplr009968924-2011073133259_llc.png,KIC 9968924,0,0.0018246952888984216,#009999,#fde725,#a0da39,#1f77b4
kplr006766970-2011073133259_llc.fits,-0.3854198349439539,0.6556548256177971,./Plots/kplr006766970-2011073133259_llc.png,KIC 6766970,0,0.0012800663085278945,#009999,#fde725,#c5e021,#1f77b4
kplr009909804-2011073133259_llc.fits,0.26242096476629245,-2.232614075297,./Plots/kplr009909804-2011073133259_llc.png,KIC 9909804,0,0.004953064830772624,#009999,#f8e621,#40bd72,#1f77b4
kplr010918958-2011073133259_llc.fits,-0.5237203472922839,1.1401117274678343,./Plots/kplr010918958-2011073133259_llc.png,KIC 10918958,0,0.0012567938327282325,#009999,#fde725,#c8e020,#1f77b4
kplr005358499-2011073133259_llc.fits,-0.29652599829832743,5.351278148042775,./Plots/kplr005358499-2011073133259_llc.png,KIC 5358499,-1,0.02330896235294863,#333366,#d8e219,#26828e,#1f77b4
kplr009839527-2011073133259_llc.fits,-0.35684145396533967,2.079829021295353,./Plots/kplr009839527-2011073133259_llc.png,KIC 9839527,0,0.0014420156787434647,#009999,#fde725,#b8de29,#1f77b4
kplr010069097-2011073133259_llc.fits,-0.43716417582969824,0.9330021265482769,./Plots/kplr010069097-2011073133259_llc.png,KIC 10069097,0,0.0014492588839090477,#009999,#fde725,#b8de29,#1f77b4
kplr011303521-2011073133259_llc.fits,-0.4091514575755077,2.095506984203741,./Plots/kplr011303521-2011073133259_llc.png,KIC 11303521,0,0.0016866712122484244,#009999,#fde725,#a8db34,#1f77b4
kplr002301068-2011073133259_llc.fits,-0.5497654107928255,1.3680741183091165,./Plots/kplr002301068-2011073133259_llc.png,KIC 2301068,0,0.0017268875720030303,#009999,#fde725,#a5db36,#1f77b4
kplr011568408-2011073133259_llc.fits,-0.6444600634087256,1.5542949001144102,./Plots/kplr011568408-2011073133259_llc.png,KIC 11568408,0,0.0014108415317041225,#009999,#fde725,#bade28,#1f77b4
kplr006763859-2011073133259_llc.fits,0.21844828264059943,-1.6904813745259226,./Plots/kplr006763859-2011073133259_llc.png,KIC 6763859,0,0.004797842399896493,#009999,#f8e621,#44bf70,#1f77b4
kplr007879548-2011073133259_llc.fits,-0.3362904872440312,0.6793338068108284,./Plots/kplr007879548-2011073133259_llc.png,KIC 7879548,0,0.0015735130278594488,#009999,#fde725,#b0dd2f,#1f77b4
kplr007417536-2011073133259_llc.fits,-0.43174031514428807,1.989133660542273,./Plots/kplr007417536-2011073133259_llc.png,KIC 7417536,0,0.001185947123309113,#009999,#fde725,#cde11d,#1f77b4
kplr006430801-2011073133259_llc.fits,0.21478240288754025,-1.9882402944261535,./Plots/kplr006430801-2011073133259_llc.png,KIC 6430801,0,0.00312074288231392,#009999,#fbe723,#67cc5c,#1f77b4
kplr010611723-2011073133259_llc.fits,-0.5317779043337858,1.5791349911177237,./Plots/kplr010611723-2011073133259_llc.png,KIC 10611723,0,0.001873884256128902,#009999,#fde725,#9bd93c,#1f77b4
kplr004861588-2011073133259_llc.fits,-0.5103950908522121,1.2072440320698208,./Plots/kplr004861588-2011073133259_llc.png,KIC 4861588,0,0.0017786739153739677,#009999,#fde725,#a2da37,#1f77b4
kplr001873187-2011073133259_llc.fits,-0.29063495097780906,0.9571956434873432,./Plots/kplr001873187-2011073133259_llc.png,KIC 1873187,0,0.0015781885196656125,#009999,#fde725,#addc30,#1f77b4
kplr011083109-2011073133259_llc.fits,-0.7740319304006061,3.918340518991134,./Plots/kplr011083109-2011073133259_llc.png,KIC 11083109,0,0.0023228655107118,#009999,#fbe723,#86d549,#1f77b4
kplr007286421-2011073133259_llc.fits,-0.44537498229512645,1.1998767450232053,./Plots/kplr007286421-2011073133259_llc.png,KIC 7286421,0,0.0014931360188027156,#009999,#fde725,#b5de2b,#1f77b4
kplr009784800-2011073133259_llc.fits,-0.5731121491753493,1.4360869599332091,./Plots/kplr009784800-2011073133259_llc.png,KIC 9784800,0,0.0007443689516336926,#009999,#fde725,#fde725,#1f77b4
kplr009044744-2011073133259_llc.fits,-0.529991915032847,2.0394935829729746,./Plots/kplr009044744-2011073133259_llc.png,KIC 9044744,0,0.002147295682246217,#009999,#fde725,#8ed645,#1f77b4
kplr008029604-2011073133259_llc.fits,-0.03462333924686605,-1.2743471155456314,./Plots/kplr008029604-2011073133259_llc.png,KIC 8029604,0,0.0025056519418529314,#009999,#fbe723,#7cd250,#1f77b4
kplr010472730-2011073133259_llc.fits,-0.528654953552103,0.9158305440668301,./Plots/kplr010472730-2011073133259_llc.png,KIC 10472730,0,0.0013275536112869247,#009999,#fde725,#c2df23,#1f77b4
kplr007601720-2011073133259_llc.fits,0.5532037387141719,-3.1871366219666495,./Plots/kplr007601720-2011073133259_llc.png,KIC 7601720,0,0.0046642822595394364,#009999,#f8e621,#46c06f,#1f77b4
kplr006764519-2011073133259_llc.fits,-0.5852549290561156,1.2955774550558687,./Plots/kplr006764519-2011073133259_llc.png,KIC 6764519,0,0.0013847541459740206,#009999,#fde725,#bddf26,#1f77b4
kplr005120993-2011073133259_llc.fits,-0.4624070121905399,2.0250434517649722,./Plots/kplr005120993-2011073133259_llc.png,KIC 5120993,0,0.0014029390836277824,#009999,#fde725,#bade28,#1f77b4
kplr011308818-2011073133259_llc.fits,-0.3240144812161053,2.4551278764161646,./Plots/kplr011308818-2011073133259_llc.png,KIC 11308818,0,0.002664243940668378,#009999,#fbe723,#77d153,#1f77b4
kplr008411245-2011073133259_llc.fits,0.791065649667025,-7.841727667672888,./Plots/kplr008411245-2011073133259_llc.png,KIC 8411245,0,0.01144065203375937,#009999,#ece51b,#1f9f88,#1f77b4
kplr002857528-2011073133259_llc.fits,-0.6026161195545021,2.076545863449086,./Plots/kplr002857528-2011073133259_llc.png,KIC 2857528,0,0.001010938514948722,#009999,#fde725,#dfe318,#1f77b4
kplr011014400-2011073133259_llc.fits,-0.3224735974299145,1.2368023263647607,./Plots/kplr011014400-2011073133259_llc.png,KIC 11014400,0,0.0011407066669625707,#009999,#fde725,#d2e21b,#1f77b4
kplr003548044-2011073133259_llc.fits,-0.60145739534513,1.7811174948110418,./Plots/kplr003548044-2011073133259_llc.png,KIC 3548044,0,0.0014195171336878986,#009999,#fde725,#bade28,#1f77b4
kplr005881169-2011073133259_llc.fits,0.38954228624245757,-5.7550990091366385,./Plots/kplr005881169-2011073133259_llc.png,KIC 5881169,0,0.005130815650410468,#009999,#f6e620,#3fbc73,#1f77b4
kplr010269630-2011073133259_llc.fits,-0.6353568369964985,1.1659427258144723,./Plots/kplr010269630-2011073133259_llc.png,KIC 10269630,0,0.001638360361771508,#009999,#fde725,#aadc32,#1f77b4
kplr007026313-2011073133259_llc.fits,-0.35198261250924867,0.5646323750028567,./Plots/kplr007026313-2011073133259_llc.png,KIC 7026313,0,0.0013080862873110718,#009999,#fde725,#c2df23,#1f77b4
kplr007441208-2011073133259_llc.fits,-0.03557038362453575,-4.396025164209046,./Plots/kplr007441208-2011073133259_llc.png,KIC 7441208,0,0.004932850461451133,#009999,#f8e621,#40bd72,#1f77b4
kplr005529992-2011073133259_llc.fits,-0.08886800605435428,-1.5025494576479062,./Plots/kplr005529992-2011073133259_llc.png,KIC 5529992,0,0.0025247549244371724,#009999,#fbe723,#7cd250,#1f77b4
kplr009221068-2011073133259_llc.fits,-0.28747821289560993,0.5446169869789365,./Plots/kplr009221068-2011073133259_llc.png,KIC 9221068,0,0.0017605272808076105,#009999,#fde725,#a2da37,#1f77b4
kplr008812985-2011073133259_llc.fits,-0.4674287733017168,1.2264299838380264,./Plots/kplr008812985-2011073133259_llc.png,KIC 8812985,0,0.0025836000172527627,#009999,#fbe723,#7ad151,#1f77b4
kplr008826303-2011073133259_llc.fits,-0.4500388675873207,1.8783016579202994,./Plots/kplr008826303-2011073133259_llc.png,KIC 8826303,0,0.0036612547545377357,#009999,#f8e621,#5ac864,#1f77b4
kplr011969454-2011073133259_llc.fits,-0.41717673264311705,0.9731783108349947,./Plots/kplr011969454-2011073133259_llc.png,KIC 11969454,0,0.0033270589161749136,#009999,#fbe723,#63cb5f,#1f77b4
kplr004571351-2011073133259_llc.fits,-0.4906003704204153,1.3483019270336773,./Plots/kplr004571351-2011073133259_llc.png,KIC 4571351,0,0.006659056966222758,#009999,#f4e61e,#2eb37c,#1f77b4
kplr007849789-2011073133259_llc.fits,-0.5036881529477714,1.587517501878652,./Plots/kplr007849789-2011073133259_llc.png,KIC 7849789,0,0.0014331770881437663,#009999,#fde725,#b8de29,#1f77b4
kplr002576506-2011073133259_llc.fits,-0.39630817726043516,1.435039315007048,./Plots/kplr002576506-2011073133259_llc.png,KIC 2576506,0,0.0012228617346502907,#009999,#fde725,#cae11f,#1f77b4
kplr010581800-2011073133259_llc.fits,-0.7320303261792369,2.9827882494395737,./Plots/kplr010581800-2011073133259_llc.png,KIC 10581800,0,0.002924962929008456,#009999,#fbe723,#6ece58,#1f77b4
kplr009655268-2011073133259_llc.fits,-0.2531956679889932,-0.5166823913365683,./Plots/kplr009655268-2011073133259_llc.png,KIC 9655268,0,0.0034081041160501577,#009999,#fbe723,#60ca60,#1f77b4
kplr004864391-2011073133259_llc.fits,-0.5936412763261283,2.015316269097503,./Plots/kplr004864391-2011073133259_llc.png,KIC 4864391,0,0.017726782887574066,#009999,#e2e418,#218e8d,#1f77b4
kplr006199827-2011073133259_llc.fits,-0.49336540944190027,0.7868046173679181,./Plots/kplr006199827-2011073133259_llc.png,KIC 6199827,0,0.002084968985940691,#009999,#fde725,#90d743,#1f77b4
kplr002832689-2011073133259_llc.fits,-0.2765746528294139,1.7533728984522814,./Plots/kplr002832689-2011073133259_llc.png,KIC 2832689,0,0.002135330157479581,#009999,#fde725,#8ed645,#1f77b4
kplr005264406-2011073133259_llc.fits,0.5566828821618592,-3.000806413219163,./Plots/kplr005264406-2011073133259_llc.png,KIC 5264406,0,0.0047599974180785026,#009999,#f8e621,#44bf70,#1f77b4
kplr006937692-2011073133259_llc.fits,-0.6043983131734337,2.6532266866350995,./Plots/kplr006937692-2011073133259_llc.png,KIC 6937692,0,0.0014840418093827715,#009999,#fde725,#b5de2b,#1f77b4
kplr009350470-2011073133259_llc.fits,-0.4937082021092662,0.5291263542679524,./Plots/kplr009350470-2011073133259_llc.png,KIC 9350470,0,0.002324833410518431,#009999,#fbe723,#86d549,#1f77b4
kplr011921774-2011073133259_llc.fits,-0.3880927590730408,0.9675965592826649,./Plots/kplr011921774-2011073133259_llc.png,KIC 11921774,0,0.0015907395533296537,#009999,#fde725,#addc30,#1f77b4
kplr007219625-2011073133259_llc.fits,0.2515663344081114,-5.878597657671213,./Plots/kplr007219625-2011073133259_llc.png,KIC 7219625,0,0.006824792309542091,#009999,#f4e61e,#2db27d,#1f77b4
kplr010407270-2011073133259_llc.fits,0.7448715935889644,-4.216316777378728,./Plots/kplr010407270-2011073133259_llc.png,KIC 10407270,0,0.00866645683500009,#009999,#f1e51d,#23a983,#1f77b4
kplr004831260-2011073133259_llc.fits,-0.4033921897233723,-0.12531321278510585,./Plots/kplr004831260-2011073133259_llc.png,KIC 4831260,0,0.0025263838933231577,#009999,#fbe723,#7cd250,#1f77b4
kplr003734244-2011073133259_llc.fits,-0.15437526695685416,-3.785943793860906,./Plots/kplr003734244-2011073133259_llc.png,KIC 3734244,0,0.004514995643642935,#009999,#f8e621,#48c16e,#1f77b4
kplr008625115-2011073133259_llc.fits,-0.24687815278258252,1.0463309645166141,./Plots/kplr008625115-2011073133259_llc.png,KIC 8625115,0,0.0019480357428004007,#009999,#fde725,#98d83e,#1f77b4
kplr008617363-2011073133259_llc.fits,-0.22913809520396522,2.355498138456313,./Plots/kplr008617363-2011073133259_llc.png,KIC 8617363,0,0.00191285330565557,#009999,#fde725,#9bd93c,#1f77b4
kplr007974471-2011073133259_llc.fits,-0.1999488348131455,-0.0032687551114635952,./Plots/kplr007974471-2011073133259_llc.png,KIC 7974471,0,0.0028910772329663963,#009999,#fbe723,#70cf57,#1f77b4
kplr012024640-2011073133259_llc.fits,-0.002849318031971596,-2.1430884483341055,./Plots/kplr012024640-2011073133259_llc.png,KIC 12024640,0,0.0038725587080106613,#009999,#f8e621,#54c568,#1f77b4
kplr004451916-2011073133259_llc.fits,-0.20605227860082242,1.8304551229429837,./Plots/kplr004451916-2011073133259_llc.png,KIC 4451916,0,0.002235126354638941,#009999,#fbe723,#89d548,#1f77b4
kplr005733878-2011073133259_llc.fits,-0.45629779107291424,-0.6126940303251107,./Plots/kplr005733878-2011073133259_llc.png,KIC 5733878,0,0.0038160125241747693,#009999,#f8e621,#56c667,#1f77b4
kplr008737324-2011073133259_llc.fits,-0.04935191641856113,-1.3533874086575557,./Plots/kplr008737324-2011073133259_llc.png,KIC 8737324,0,0.0023014089350870785,#009999,#fbe723,#86d549,#1f77b4
kplr002859206-2011073133259_llc.fits,-0.24452453952263176,1.647528446797261,./Plots/kplr002859206-2011073133259_llc.png,KIC 2859206,0,0.0010688476219101143,#009999,#fde725,#dae319,#1f77b4
kplr012455850-2011073133259_llc.fits,-0.14792521540965076,0.9076014596695697,./Plots/kplr012455850-2011073133259_llc.png,KIC 12455850,0,0.0013684562423348233,#009999,#fde725,#bddf26,#1f77b4
kplr007510626-2011073133259_llc.fits,-0.6687878518197734,0.9891273775931596,./Plots/kplr007510626-2011073133259_llc.png,KIC 7510626,0,0.001258448913606265,#009999,#fde725,#c8e020,#1f77b4
kplr008193183-2011073133259_llc.fits,-0.4709271366470111,2.0642452843377392,./Plots/kplr008193183-2011073133259_llc.png,KIC 8193183,0,0.0016750659512279379,#009999,#fde725,#a8db34,#1f77b4
kplr009221388-2011073133259_llc.fits,-0.7789589075169749,3.792115937328771,./Plots/kplr009221388-2011073133259_llc.png,KIC 9221388,0,0.004358995896307195,#009999,#f8e621,#4cc26c,#1f77b4
kplr005350571-2011073133259_llc.fits,0.05631991924648998,-3.2021139432065384,./Plots/kplr005350571-2011073133259_llc.png,KIC 5350571,0,0.0028396576933636597,#009999,#fbe723,#70cf57,#1f77b4
kplr009229470-2011073133259_llc.fits,-0.17926285342029202,1.901355623436581,./Plots/kplr009229470-2011073133259_llc.png,KIC 9229470,0,0.004870311146880838,#009999,#f8e621,#42be71,#1f77b4
kplr004732137-2011073133259_llc.fits,-0.39523971668194474,-0.19065858690873036,./Plots/kplr004732137-2011073133259_llc.png,KIC 4732137,0,0.0020859768401821337,#009999,#fde725,#90d743,#1f77b4
kplr006118420-2011073133259_llc.fits,-0.46402631369319236,1.7229006756197331,./Plots/kplr006118420-2011073133259_llc.png,KIC 6118420,0,0.0010925290507121576,#009999,#fde725,#d8e219,#1f77b4
kplr005386317-2011073133259_llc.fits,-0.38206879682459316,0.05345030189918172,./Plots/kplr005386317-2011073133259_llc.png,KIC 5386317,0,0.0021475226869274483,#009999,#fde725,#8ed645,#1f77b4
kplr007916058-2011073133259_llc.fits,-0.22751188846695516,1.7937379236019253,./Plots/kplr007916058-2011073133259_llc.png,KIC 7916058,0,0.0011276241164336303,#009999,#fde725,#d2e21b,#1f77b4
kplr007192213-2011073133259_llc.fits,-0.6293744895372984,1.2821518090648973,./Plots/kplr007192213-2011073133259_llc.png,KIC 7192213,0,0.0017724440648734575,#009999,#fde725,#a2da37,#1f77b4
kplr011304477-2011073133259_llc.fits,-0.5846654543578031,0.9306084478122998,./Plots/kplr011304477-2011073133259_llc.png,KIC 11304477,0,0.0013475745549975193,#009999,#fde725,#c0df25,#1f77b4
kplr005636469-2011073133259_llc.fits,-0.586782495465026,3.235720957402216,./Plots/kplr005636469-2011073133259_llc.png,KIC 5636469,0,0.0017366557194873646,#009999,#fde725,#a5db36,#1f77b4
kplr006511031-2011073133259_llc.fits,-0.5012771590413353,1.2627267270046436,./Plots/kplr006511031-2011073133259_llc.png,KIC 6511031,0,0.0020839106761297663,#009999,#fde725,#90d743,#1f77b4
kplr003127996-2011073133259_llc.fits,1.2261383538053872,-6.218301145587306,./Plots/kplr003127996-2011073133259_llc.png,KIC 3127996,0,0.008184429130923937,#009999,#f1e51d,#25ac82,#1f77b4
kplr009346333-2011073133259_llc.fits,-0.3243442441631032,1.6575728020118838,./Plots/kplr009346333-2011073133259_llc.png,KIC 9346333,0,0.0016742207016598655,#009999,#fde725,#a8db34,#1f77b4
kplr008475993-2011073133259_llc.fits,-0.3824786734075468,-0.04685626117382387,./Plots/kplr008475993-2011073133259_llc.png,KIC 8475993,0,0.002242529817412229,#009999,#fbe723,#89d548,#1f77b4
kplr010648896-2011073133259_llc.fits,-0.3152370932813538,1.4880355073460452,./Plots/kplr010648896-2011073133259_llc.png,KIC 10648896,0,0.0011690211653612417,#009999,#fde725,#d0e11c,#1f77b4
kplr004165831-2011073133259_llc.fits,-0.5585605927944991,1.4240511370540223,./Plots/kplr004165831-2011073133259_llc.png,KIC 4165831,0,0.0014494133140653407,#009999,#fde725,#b8de29,#1f77b4
kplr011414141-2011073133259_llc.fits,-0.45334654073217,-0.7532962451749329,./Plots/kplr011414141-2011073133259_llc.png,KIC 11414141,0,0.0028649596959840736,#009999,#fbe723,#70cf57,#1f77b4
kplr004381429-2011073133259_llc.fits,-0.22717252210558736,0.9902373621743271,./Plots/kplr004381429-2011073133259_llc.png,KIC 4381429,0,0.0020258007079917927,#009999,#fde725,#93d741,#1f77b4
